"DWA ID","DWA Title","FSHC_Rating"
"4.A.3.a.2.I43.D03","Install plumbing or piping.",NA
"4.A.3.a.2.I44.D01","Locate animals for fishing or hunting purposes.",NA
"4.A.3.a.2.I44.D02","Capture or kill animals.",NA
"4.A.3.a.2.I45.D01","Apply decorative masonry finishes.",NA
"4.A.3.a.2.I45.D02","Apply finishes to artwork, crafts, or displays.",NA
"4.A.3.a.2.I45.D03","Apply decorative or textured finishes or coverings.",NA
"4.A.3.a.2.I45.D04","Apply decorative coloring to photographs or printed materials.",NA
"4.A.3.a.2.I46.D01","Install equipment attachments or components.",NA
"4.A.3.a.2.I46.D02","Set up material handling gear or equipment, such as rigging, packaging, or temporary structures.",NA
"4.A.3.a.2.I46.D03","Attach rigging to objects so they can be moved.",NA
"4.A.3.a.2.I46.D04","Prepare film for distribution or use.",NA
"4.A.3.a.2.I46.D05","Set equipment guides, stops, spacers, or other fixtures.",NA
"4.A.3.a.2.I46.D06","Set up still or video cameras or related equipment.",NA
"4.A.3.a.2.I46.D07","Prepare hoses or water supplies to fight fires.",NA
"4.A.3.a.2.I46.D08","Install mechanical components in production equipment.",NA
"4.A.3.a.2.I46.D09","Attach equipment extensions or accessories.",NA
"4.A.3.a.2.I46.D10","Set up laboratory or field equipment.",NA
"4.A.3.a.2.I46.D11","Set up mechanical equipment.",NA
"4.A.3.a.2.I46.D12","Set up production or processing equipment.",NA
"4.A.3.a.2.I47.D01","Cultivate micro-organisms for study, testing, or medical preparations.",NA
"4.A.3.a.2.I47.D02","Prepare biological specimens for laboratory analysis.",NA
"4.A.3.a.2.I47.D03","Prepare biological samples for testing or analysis.",NA
"4.A.3.a.2.I47.D04","Prepare compounds or solutions for products or testing.",NA
"4.A.3.a.2.I47.D05","Prepare products for testing.",NA
"4.A.3.a.3.I01.D01","Operate office equipment.",NA
"4.A.3.a.3.I02.D01","Operate pumping systems or equipment.",NA
"4.A.3.a.3.I02.D02","Operate pumps or compressors.",NA
"4.A.3.a.3.I02.D03","Control pumps or pumping equipment.",NA
"4.A.3.a.3.I03.D01","Operate drilling equipment.",NA
"4.A.3.a.3.I03.D02","Operate heavy-duty construction or installation equipment.",NA
"4.A.3.a.3.I03.D03","Operate mining equipment.",NA
"4.A.3.a.3.I03.D04","Operate excavation equipment.",NA
"4.A.3.a.3.I03.D05","Break up rock, asphalt, or concrete.",NA
"4.A.3.a.3.I03.D06","Operate road-surfacing equipment.",NA
"4.A.3.a.3.I03.D07","Operate equipment or vehicles to clear construction sites or move materials.",NA
"4.A.3.a.3.I03.D08","Operate detonation equipment.",NA
"4.A.3.a.3.I04.D01","Process x-rays or other medical images.",NA
"4.A.3.a.3.I04.D02","Create advanced digital images of patients using computer imaging systems.",NA
"4.A.3.a.3.I04.D03","Operate diagnostic or therapeutic medical instruments or equipment.",NA
"4.A.3.a.3.I04.D04","Operate diagnostic imaging equipment.",NA
"4.A.3.a.3.I04.D05","Operate medical equipment.",NA
"4.A.3.a.3.I05.D01","Operate control consoles for sound, lighting or video.",NA
"4.A.3.a.3.I05.D02","Operate surveillance equipment to detect suspicious or illegal activities.",NA
"4.A.3.a.3.I05.D03","Operate audiovisual equipment.",NA
"4.A.3.a.3.I05.D04","Operate still or video cameras or related equipment.",NA
"4.A.3.a.3.I05.D05","Operate audio-visual equipment.",NA
"4.A.3.a.3.I05.D06","Operate audio recording equipment.",NA
"4.A.3.a.3.I06.D01","Operate chemical processing or water treatment systems or equipment.",NA
"4.A.3.a.3.I06.D02","Operate painting or coating equipment.",NA
"4.A.3.a.3.I06.D03","Operate recycling equipment.",NA
"4.A.3.a.3.I06.D04","Operate packing or other material processing equipment.",NA
"4.A.3.a.3.I06.D05","Smooth garments with irons, presses, or steamers.",NA
"4.A.3.a.3.I06.D06","Operate cooking, baking, or other food preparation equipment.",NA
"4.A.3.a.3.I06.D07","Operate heating or drying equipment.",NA
"4.A.3.a.3.I06.D08","Operate mixing equipment.",NA
"4.A.3.a.3.I06.D09","Operate conveyors or other industrial material moving equipment.",NA
"4.A.3.a.3.I06.D10","Operate photographic developing or print production equipment.",NA
"4.A.3.a.3.I06.D11","Operate equipment to print images or bind printed images together.",NA
"4.A.3.a.3.I06.D12","Operate metal or plastic forming equipment.",NA
"4.A.3.a.3.I06.D13","Operate industrial equipment.",NA
"4.A.3.a.3.I07.D01","Operate energy production equipment.",NA
"4.A.3.a.3.I07.D02","Operate natural gas generation equipment.",NA
"4.A.3.a.3.I07.D03","Operate biomass or biofuel production equipment.",NA
"4.A.3.a.3.I07.D04","Operate green energy production equipment.",NA
"4.A.3.a.3.I07.D05","Operate energy distribution equipment.",NA
"4.A.3.a.3.I07.D06","Operate natural gas distribution equipment.",NA
"4.A.3.a.3.I08.D01","Operate forklifts or other loaders.",NA
"4.A.3.a.3.I08.D02","Lift materials or workpieces using cranes or other lifting equipment.",NA
"4.A.3.a.3.I08.D03","Operate cranes, hoists, or other moving or lifting equipment.",NA
"4.A.3.a.3.I09.D01","Operate laboratory or field equipment.",NA
"4.A.3.a.3.I09.D02","Operate precision equipment to control microscopic or nanoscopic processes.",NA
"4.A.3.a.3.I09.D03","Operate laboratory equipment to analyze medical samples.",NA
"4.A.3.a.3.I10.D01","Operate communications equipment or systems.",NA
"4.A.3.a.3.I10.D02","Operate communications, transmissions, or broadcasting equipment.",NA
"4.A.3.a.3.I11.D01","Operate irrigation systems.",NA
"4.A.3.a.3.I11.D02","Operate forestry equipment.",NA
"4.A.3.a.3.I11.D03","Operate grounds maintenance equipment.",NA
"4.A.3.a.3.I11.D04","Operate farming equipment.",NA
"4.A.3.a.3.I12.D01","Operate grinding equipment.",NA
"4.A.3.a.3.I12.D02","Operate cutting equipment.",NA
"4.A.3.a.3.I12.D03","Operate woodworking equipment.",NA
"4.A.3.a.3.I12.D04","Operate textile cutting or production equipment.",NA
"4.A.3.a.4.I01.D01","Operate ships or other watercraft.",NA
"4.A.3.a.4.I01.D02","Navigate water vessels.",NA
"4.A.3.a.4.I01.D03","Drive vehicles to transport individuals or equipment.",NA
"4.A.3.a.4.I01.D04","Follow safety procedures for vehicle operation.",NA
"4.A.3.a.4.I01.D05","Travel to work sites to perform installation, repair or maintenance work.",NA
"4.A.3.a.4.I01.D06","Operate vehicles or material-moving equipment.",NA
"4.A.3.a.4.I01.D07","Operate transportation equipment to demonstrate function or malfunction.",NA
"4.A.3.a.4.I01.D08","Control equipment that regulates vehicle traffic.",NA
"4.A.3.a.4.I01.D09","Drive vehicles to transport patrons.",NA
"4.A.3.a.4.I01.D10","Drive trucks or truck-mounted equipment.",NA
"4.A.3.a.4.I01.D11","Pilot aircraft.",NA
"4.A.3.a.4.I01.D12","Drive trucks or other vehicles to or at work sites.",NA
"4.A.3.a.4.I01.D13","Operate locomotives or other rail vehicles.",NA
"4.A.3.a.4.I01.D14","Drive passenger vehicles.",NA
"4.A.3.b.1.I01.D01","Enter commands, instructions, or specifications into equipment.",NA
"4.A.3.b.1.I01.D02","Program equipment to perform production tasks.",NA
"4.A.3.b.1.I01.D03","Write computer programming code.",NA
"4.A.3.b.1.I01.D04","Program robotic equipment.",NA
"4.A.3.b.1.I02.D01","Implement security measures for computer or information systems.",NA
"4.A.3.b.1.I02.D02","Create electronic data backup to prevent loss of information.",NA
"4.A.3.b.1.I03.D01","Install computer software.",NA
"4.A.3.b.1.I03.D02","Install computer hardware.",NA
"4.A.3.b.1.I03.D03","Install programs onto computer or computer-controlled equipment.",NA
"4.A.3.b.1.I03.D04","Configure computer networks.",NA
"4.A.3.b.1.I04.D01","Resolve computer network problems.",NA
"4.A.3.b.1.I04.D02","Troubleshoot issues with computer applications or systems.",NA
"4.A.3.b.1.I04.D03","Resolve computer software problems.",NA
"4.A.3.b.1.I05.D01","Operate computers or computerized equipment.",NA
"4.A.3.b.1.I05.D02","Operate computer systems.",NA
"4.A.3.b.1.I06.D01","Load digital images onto computers or websites.",NA
"4.A.3.b.1.I06.D02","Operate digital imaging equipment.",NA
"4.A.3.b.1.I06.D03","Enter patient or treatment data into computers.",NA
"4.A.3.b.1.I06.D04","Update website content.",NA
"4.A.3.b.1.I06.D05","Update computer database information.",NA
"4.A.3.b.1.I06.D06","Enter information into databases or software programs.",NA
"4.A.3.b.1.I06.D07","Prepare data for analysis.",NA
"4.A.3.b.1.I06.D08","Code data or other information.",NA
"4.A.3.b.1.I06.D09","Download data.",NA
"4.A.3.b.1.I06.D10","Enter codes or other information into computers.",NA
"4.A.3.b.1.I06.D11","Convert data among multiple digital or analog formats.",NA
"4.A.3.b.1.I06.D12","Format digital documents, data, or images.",NA
"4.A.3.b.4.I01.D01","Maintain facilities.",NA
"4.A.3.b.4.I01.D02","Perform basic equipment maintenance.",NA
"4.A.3.b.4.I01.D03","Maintain plumbing structures or fixtures.",NA
"4.A.3.b.4.I01.D04","Repair structural components.",NA
"4.A.3.b.4.I01.D05","Repair pipes to stop leaking.",NA
"4.A.3.b.4.I01.D06","Service heating, ventilation or air-conditioning (HVAC) systems or components.",NA
"4.A.3.b.4.I02.D01","Maintain mechanical equipment.",NA
"4.A.3.b.4.I02.D02","Maintain production or processing equipment.",NA
"4.A.3.b.4.I02.D03","Maintain equipment or systems to ensure proper functioning.",NA
"4.A.3.b.4.I02.D04","Maintain office equipment in proper operating condition.",NA
"4.A.3.b.4.I02.D05","Maintain sustainable energy production equipment.",NA
"4.A.3.b.4.I02.D06","Maintain forestry, hunting, or agricultural equipment.",NA
"4.A.3.b.4.I02.D07","Lubricate equipment to allow proper functioning.",NA
"4.A.3.b.4.I02.D08","Maintain drilling equipment.",NA
"4.A.3.b.4.I02.D09","Clear equipment jams.",NA
"4.A.3.b.4.I02.D10","Maintain extraction or excavation equipment.",NA
"4.A.3.b.4.I02.D11","Maintain green energy production plant equipment.",NA
"4.A.3.b.4.I02.D12","Apply lubricants or coolants to workpieces.",NA
"4.A.3.b.4.I02.D13","Perform manual service or maintenance tasks.",NA
"4.A.3.b.4.I02.D14","Maintain construction tools or equipment.",NA
"4.A.3.b.4.I02.D15","Maintain fire fighting tools or equipment.",NA
"4.A.3.b.4.I02.D16","Maintain work equipment or machinery.",NA
"4.A.3.b.4.I02.D17","Lubricate production equipment.",NA
"4.A.3.b.4.I02.D18","Maintain electromechanical equipment.",NA
"4.A.3.b.4.I02.D19","Sharpen cutting or grinding tools.",NA
"4.A.3.b.4.I03.D01","Repair electrical circuits or wiring.",NA
"4.A.3.b.4.I03.D02","Repair electrical equipment.",NA
"4.A.3.b.4.I03.D03","Repair electronic equipment.",NA
"4.A.3.b.4.I03.D04","Repair electrical components.",NA
"4.A.3.b.4.I04.D01","Maintain computer hardware.",NA
"4.A.3.b.4.I04.D02","Maintain computer networks to enhance performance and user access.",NA
"4.A.3.b.4.I04.D03","Maintain recording or broadcasting equipment.",NA
"4.A.3.b.4.I04.D04","Maintain electronic equipment.",NA
"4.A.3.b.4.I04.D05","Maintain laboratory or technical equipment.",NA
"4.A.3.b.4.I04.D06","Maintain computer equipment or software.",NA
"4.A.3.b.4.I04.D07","Maintain test equipment.",NA
"4.A.3.b.4.I05.D01","Repair furniture or upholstery.",NA
"4.A.3.b.4.I05.D02","Repair templates, patterns, or molds.",NA
"4.A.3.b.4.I05.D03","Repair precision devices or workpieces.",NA
"4.A.3.b.4.I05.D04","Repair parts or assemblies.",NA
"4.A.3.b.4.I05.D05","Repair books or other printed material.",NA
"4.A.3.b.4.I06.D01","Replace worn equipment components.",NA
"4.A.3.b.4.I06.D02","Repair green energy equipment or systems.",NA
"4.A.3.b.4.I06.D03","Replace worn, damaged, or defective mechanical parts.",NA
"4.A.3.b.4.I06.D04","Repair production equipment or tools.",NA
"4.A.3.b.4.I06.D05","Repair worn, damaged, or defective mechanical parts.",NA
"4.A.3.b.4.I06.D06","Repair mechanical equipment.",NA
"4.A.3.b.4.I07.D01","Repair defective engines or engine components.",NA
"4.A.3.b.4.I07.D02","Replace vehicle glass.",NA
"4.A.3.b.4.I07.D03","Repair tires.",NA
"4.A.3.b.4.I07.D04","Repair non-engine automotive or vehicle components.",NA
"4.A.3.b.4.I07.D05","Rebuild parts or components.",NA
"4.A.3.b.4.I08.D01","Service green vehicles to make repairs or maintain good working order.",NA
"4.A.3.b.4.I08.D02","Maintain vehicles in good working condition.",NA
"4.A.3.b.4.I08.D03","Maintain watercraft engines or machinery.",NA
"4.A.3.b.4.I08.D04","Maintain locomotives or other rail equipment in good working condition.",NA
"4.A.3.b.4.I08.D05","Service vehicles to maintain functionality.",NA
"4.A.3.b.4.I08.D06","Maintain material moving equipment in good working condition.",NA
"4.A.3.b.4.I09.D01","Maintain medical equipment or instruments.",NA
"4.A.3.b.4.I09.D02","Maintain medical laboratory equipment.",NA
"4.A.3.b.4.I09.D03","Repair medical or dental assistive devices.",NA
"4.A.3.b.4.I09.D04","Repair medical facility equipment.",NA
"4.A.3.b.6.I01.D01","Prepare financial documents.",NA
"4.A.3.b.6.I01.D02","Prepare financial documents, reports, or budgets.",NA
"4.A.3.b.6.I02.D01","Prepare written decisions for legal proceedings.",NA
"4.A.3.b.6.I02.D02","Prepare documentation of legal proceedings.",NA
"4.A.3.b.6.I02.D03","Record information about legal matters.",NA
"4.A.3.b.6.I02.D04","Record information about suspects or criminals.",NA
"4.A.3.b.6.I02.D05","Record information from legal proceedings.",NA
"4.A.3.b.6.I02.D06","Prepare investigation or incident reports.",NA
"4.A.3.b.6.I02.D07","Document information related to legal proceedings.",NA
"4.A.3.b.6.I02.D08","Record information about suspicious objects.",NA
"4.A.3.b.6.I03.D01","Present research results to others.",NA
"4.A.3.b.6.I03.D02","Prepare research or technical reports.",NA
"4.A.3.b.6.I03.D03","Prepare research reports.",NA
"4.A.3.b.6.I03.D04","Prepare scientific or technical reports or presentations.",NA
"4.A.3.b.6.I03.D05","Prepare analytical reports.",NA
"4.A.3.b.6.I03.D06","Write reports or evaluations.",NA
"4.A.3.b.6.I03.D07","Prepare research or technical reports on environmental issues.",NA
"4.A.3.b.6.I03.D08","Prepare technical or operational reports.",NA
"4.A.3.b.6.I03.D09","Prepare technical reports for internal use.",NA
"4.A.3.b.6.I03.D10","Present medical research reports.",NA
"4.A.3.b.6.I04.D01","Record information about environmental conditions.",NA
"4.A.3.b.6.I05.D01","Record images needed to address work issues.",NA
"4.A.3.b.6.I05.D02","Record crime or accident scene evidence with video or still cameras.",NA
"4.A.3.b.6.I05.D03","Document events or evidence, using photographic or audiovisual equipment.",NA
"4.A.3.b.6.I06.D01","Prepare official health documents or records.",NA
"4.A.3.b.6.I06.D02","Document client health or progress.",NA
"4.A.3.b.6.I06.D03","Prepare medical reports or documents.",NA
"4.A.3.b.6.I06.D04","Prepare reports summarizing patient diagnostic or care activities.",NA
"4.A.3.b.6.I07.D01","Develop proposals for current or prospective customers.",NA
"4.A.3.b.6.I07.D02","Write grant proposals.",NA
"4.A.3.b.6.I07.D03","Prepare proposal documents.",NA
"4.A.3.b.6.I07.D04","Prepare proposals or grant applications to obtain project funding.",NA
"4.A.3.b.6.I07.D05","Prepare proposal documents or grant applications.",NA
"4.A.3.b.6.I08.D01","Record details of deliveries or shipments.",NA
"4.A.3.b.6.I08.D02","Document operational procedures.",NA
"4.A.3.b.6.I08.D03","Record operational or production data.",NA
"4.A.3.b.6.I08.D04","Maintain operational records for green energy processes or other environmentally-sustainable activities.",NA
"4.A.3.b.6.I08.D05","Maintain operational records.",NA
"4.A.3.b.6.I08.D06","Maintain client information or service records.",NA
"4.A.3.b.6.I08.D07","Maintain inventory records.",NA
"4.A.3.b.6.I08.D08","Record agricultural or forestry inventory data.",NA
"4.A.3.b.6.I08.D09","Maintain records, documents, or other files.",NA
"4.A.3.b.6.I08.D10","Maintain personnel records.",NA
"4.A.3.b.6.I08.D11","Document operational activities.",NA
"4.A.3.b.6.I08.D12","Maintain student records.",NA
"4.A.3.b.6.I08.D13","Record information about parts, materials or repair procedures.",NA
"4.A.3.b.6.I08.D14","Maintain data in information systems or databases.",NA
"4.A.3.b.6.I08.D15","Maintain records of customer accounts.",NA
"4.A.3.b.6.I08.D16","Transcribe spoken or written information.",NA
"4.A.3.b.6.I08.D17","Document work hours or activities.",NA
"4.A.3.b.6.I08.D18","Record research or operational data.",NA
"4.A.3.b.6.I08.D19","Record operational details of travel.",NA
"4.A.3.b.6.I08.D20","Record shipping information.",NA
"4.A.3.b.6.I08.D21","Maintain operational records or records systems.",NA
"4.A.3.b.6.I08.D22","Record service or repair activities.",NA
"4.A.3.b.6.I08.D23","Maintain social services program records.",NA
"4.A.3.b.6.I08.D24","Maintain repair or maintenance records.",NA
"4.A.3.b.6.I08.D25","Maintain call records.",NA
"4.A.3.b.6.I08.D26","Record personnel information.",NA
"4.A.3.b.6.I08.D27","Record operational or environmental data.",NA
"4.A.3.b.6.I08.D28","Maintain logs of production activities.",NA
"4.A.3.b.6.I08.D29","Record information from meetings or other formal proceedings.",NA
"4.A.3.b.6.I08.D30","Document organizational or operational procedures.",NA
"4.A.3.b.6.I08.D31","Record production information.",NA
"4.A.3.b.6.I09.D01","Prepare procedural documents.",NA
"4.A.3.b.6.I09.D02","Document technical design details.",NA
"4.A.3.b.6.I09.D03","Document network-related activities or tasks.",NA
"4.A.3.b.6.I09.D04","Document technical specifications or requirements.",NA
"4.A.3.b.6.I09.D05","Document design or development procedures.",NA
"4.A.3.b.6.I09.D06","Document test results.",NA
"4.A.3.b.6.I09.D07","Document design or operational test results.",NA
"4.A.3.b.6.I10.D01","Record sales or transactions data.",NA
"4.A.3.b.6.I10.D02","Maintain records of sales or other business transactions.",NA
"4.A.3.b.6.I10.D03","Maintain financial or account records.",NA
"4.A.3.b.6.I11.D01","Maintain client records.",NA
"4.A.3.b.6.I11.D02","Maintain medical facility records.",NA
"4.A.3.b.6.I11.D03","Record vital statistics or other health information.",NA
"4.A.3.b.6.I11.D04","Record patient medical histories.",NA
"4.A.3.b.6.I11.D05","Maintain medical records.",NA
"4.A.3.b.6.I12.D01","Document lesson plans.",NA
"4.A.3.b.6.I12.D02","Organize informational materials.",NA
"4.A.3.b.6.I12.D03","Create technology-based learning materials.",NA
"4.A.3.b.6.I12.D04","Modify teaching methods or materials to accommodate student needs.",NA
"4.A.3.b.6.I12.D05","Write informational material.",NA
"4.A.3.b.6.I12.D06","Prepare healthcare training materials.",NA
"4.A.3.b.6.I12.D07","Prepare informational or reference materials.",NA
"4.A.3.b.6.I12.D08","Prepare instruction manuals.",NA
"4.A.3.b.6.I12.D09","Develop instructional materials.",NA
"4.A.3.b.6.I12.D10","Develop training materials.",NA
"4.A.3.b.6.I13.D01","Prepare sales or other contracts.",NA
"4.A.3.b.6.I13.D02","Prepare contracts or other transaction documents.",NA
"4.A.3.b.6.I13.D03","Prepare documentation for permits or licenses.",NA
"4.A.3.b.6.I13.D04","Prepare forms or applications.",NA
"4.A.3.b.6.I13.D05","Prepare documentation for contracts, transactions, or regulatory compliance.",NA
"4.A.3.b.6.I13.D06","Prepare contracts, disclosures, or applications.",NA
"4.A.3.b.6.I14.D01","Prepare legal or investigatory documentation.",NA
"4.A.3.b.6.I14.D02","Prepare reports related to compliance matters.",NA
"4.A.3.b.6.I14.D03","Maintain the order of legal documents.",NA
"4.A.3.b.6.I14.D04","Maintain regulatory or compliance documentation.",NA
"4.A.3.b.6.I14.D05","Prepare regulatory or compliance documentation.",NA
"4.A.3.b.6.I14.D06","Prepare information or documentation related to legal or regulatory matters.",NA
"4.A.3.b.6.I14.D07","Complete documentation required by programs or regulations.",NA
"4.A.3.b.6.I14.D08","Document legal or regulatory information.",NA
"4.A.3.b.6.I14.D09","Prepare legal documents.",NA
"4.A.3.b.6.I15.D01","Prepare operational reports or records.",NA
"4.A.3.b.6.I15.D02","Prepare reports detailing student activities or performance.",NA
"4.A.3.b.6.I15.D03","Prepare accident or incident reports.",NA
"4.A.3.b.6.I15.D04","Prepare operational reports.",NA
"4.A.3.b.6.I15.D05","Write operational reports.",NA
"4.A.3.b.6.I15.D06","Prepare operational progress or status reports.",NA
"4.A.3.b.6.I16.D01","Write articles, books or other original materials in area of expertise.",NA
"4.A.3.b.6.I16.D02","Write material for artistic or entertainment purposes.",NA
"4.A.3.b.6.I16.D03","Write advertising or promotional material.",NA
"4.A.4.a.1.I01.D01","Present work to clients for approval.",NA
"4.A.4.a.1.I01.D02","Explain use of products or services.",NA
"4.A.4.a.1.I01.D03","Discuss goods or services information with customers or patrons.",NA
"4.A.4.a.1.I01.D04","Explain engineering drawings, specifications, or other technical information.",NA
"4.A.4.a.1.I01.D05","Explain technical product or service information to customers.",NA
"4.A.4.a.1.I01.D06","Provide information about landscaping services or costs.",NA
"4.A.4.a.1.I02.D01","Inform others about laws or regulations.",NA
"4.A.4.a.1.I02.D02","Inform the public about policies, services or procedures.",NA
"4.A.4.a.1.I02.D03","Communicate organizational policies and procedures.",NA
"4.A.4.a.1.I02.D04","Explain regulations, policies, or procedures.",NA
"4.A.4.a.1.I02.D05","Communicate organizational information to customers or other stakeholders.",NA
"4.A.4.a.1.I02.D06","Communicate with clients about products, procedures, and policies.",NA
"4.A.4.a.1.I03.D01","Translate information for others.",NA
"4.A.4.a.1.I03.D02","Interpret cultural or religious information for others.",NA
"4.A.4.a.1.I04.D01","Educate clients on financial planning topics.",NA
"4.A.4.a.1.I04.D02","Interpret financial information for others.",NA
"4.A.4.a.1.I04.D03","Explain financial information to customers.",NA
"4.A.4.a.1.I05.D01","Communicate detailed medical information to patients or family members.",NA
"4.A.4.a.1.I05.D02","Confer with family members to discuss client treatment plans or progress.",NA
"4.A.4.a.1.I05.D03","Confer with clients to discuss treatment plans or progress.",NA
"4.A.4.a.1.I05.D04","Explain technical medical information to patients.",NA
"4.A.4.a.1.I05.D05","Explain medical procedures or test results to patients or family members.",NA
"4.A.4.a.2.I01.D01","Communicate with the public on environmental issues.",NA
"4.A.4.a.2.I01.D02","Communicate green energy production information.",NA
"4.A.4.a.2.I01.D03","Communicate results of environmental research.",NA
"4.A.4.a.2.I02.D01","Collaborate on research activities with scientists or technical specialists.",NA
"4.A.4.a.2.I02.D02","Assist other educational professionals with projects or research.",NA
"4.A.4.a.2.I02.D03","Assist engineers or scientists with research.",NA
"4.A.4.a.2.I03.D01","Communicate with other workers to coordinate activities.",NA
"4.A.4.a.2.I03.D02","Provide information to coworkers.",NA
"4.A.4.a.2.I03.D03","Confer with coworkers to coordinate maintenance or cleaning activities.",NA
"4.A.4.a.2.I03.D04","Meet with coworkers to communicate work orders or plans.",NA
"4.A.4.a.2.I03.D05","Discuss problems or issues with supervisors.",NA
"4.A.4.a.2.I03.D06","Communicate with others to coordinate vehicle movement.",NA
"4.A.4.a.2.I03.D07","Discuss performance, complaints, or violations with supervisors.",NA
"4.A.4.a.2.I03.D08","Communicate with other construction or extraction personnel to discuss project details.",NA
"4.A.4.a.2.I03.D09","Liaise between departments or other groups to improve function or communication.",NA
"4.A.4.a.2.I03.D10","Report information to managers or other personnel.",NA
"4.A.4.a.2.I03.D11","Relay information between personnel.",NA
"4.A.4.a.2.I03.D12","Communicate with coworkers to coordinate installations or repairs.",NA
"4.A.4.a.2.I03.D13","Confer with managers to make operational decisions.",NA
"4.A.4.a.2.I03.D14","Confer with organizational members to accomplish work activities.",NA
"4.A.4.a.2.I03.D15","Confer with coworkers to coordinate work activities.",NA
"4.A.4.a.2.I03.D16","Communicate with others to coordinate material handling or movement.",NA
"4.A.4.a.2.I03.D17","Communicate dining or order details to kitchen personnel.",NA
"4.A.4.a.2.I03.D18","Confer with others to conduct or arrange operational activities.",NA
"4.A.4.a.2.I03.D19","Receive information or instructions for performing work assignments.",NA
"4.A.4.a.2.I03.D20","Exchange information with colleagues.",NA
"4.A.4.a.2.I03.D21","Communicate safety or hazard information to others.",NA
"4.A.4.a.2.I04.D01","Confer with others to resolve production problems or equipment malfunctions.",NA
"4.A.4.a.2.I04.D02","Confer with other personnel to resolve design or operational problems.",NA
"4.A.4.a.2.I04.D03","Collaborate with others to resolve information technology issues.",NA
"4.A.4.a.2.I04.D04","Communicate with management or other staff to resolve problems.",NA
"4.A.4.a.2.I04.D05","Collaborate with technical specialists to resolve design or development problems.",NA
"4.A.4.a.2.I04.D06","Confer with coworkers to resolve equipment problems.",NA
"4.A.4.a.2.I05.D01","Inform medical professionals regarding patient conditions and care.",NA
"4.A.4.a.2.I05.D02","Confer with other professionals to plan patient care.",NA
"4.A.4.a.2.I05.D03","Collaborate with other professionals to assess client needs or plan treatments.",NA
"4.A.4.a.2.I05.D04","Communicate test or assessment results to medical professionals.",NA
"4.A.4.a.2.I05.D05","Collaborate with healthcare professionals to plan or provide treatment.",NA
"4.A.4.a.2.I05.D06","Communicate patient status to other health practitioners.",NA
"4.A.4.a.2.I06.D01","Collaborate with others in marketing activities.",NA
"4.A.4.a.2.I06.D02","Collaborate with others to develop or implement marketing strategies.",NA
"4.A.4.a.2.I06.D03","Confer with personnel to coordinate business operations.",NA
"4.A.4.a.2.I06.D04","Share sales-related or market information with colleagues.",NA
"4.A.4.a.2.I06.D05","Discuss business strategies, practices, or policies with managers.",NA
"4.A.4.a.2.I07.D01","Collaborate with other professionals to develop education or assistance programs.",NA
"4.A.4.a.2.I07.D02","Collaborate with other agencies and institutions to coordinate educational matters.",NA
"4.A.4.a.2.I07.D03","Collaborate with other teaching professionals to develop educational programs.",NA
"4.A.4.a.2.I08.D01","Communicate situation details to appropriate personnel.",NA
"4.A.4.a.2.I08.D02","Notify others of equipment repair or maintenance needs.",NA
"4.A.4.a.2.I08.D03","Request emergency personnel.",NA
"4.A.4.a.2.I08.D04","Notify others of equipment problems.",NA
"4.A.4.a.2.I08.D05","Report vehicle or equipment malfunctions.",NA
"4.A.4.a.2.I08.D06","Relay information about incidents or emergencies to personnel using phones or two-way radios.",NA
"4.A.4.a.2.I08.D07","Notify others of emergencies, problems, or hazards.",NA
"4.A.4.a.2.I08.D08","Report maintenance or equipment problems to appropriate personnel.",NA
"4.A.4.a.2.I08.D09","Warn individuals about rule violations or safety concerns.",NA
"4.A.4.a.2.I09.D01","Collaborate with others to determine production details.",NA
"4.A.4.a.2.I09.D02","Discuss production content and progress with others.",NA
"4.A.4.a.2.I09.D03","Confer with technical personnel to prepare designs or operational plans.",NA
"4.A.4.a.2.I09.D04","Collaborate with others to develop or refine designs.",NA
"4.A.4.a.2.I09.D05","Collaborate with others to determine technical details of productions.",NA
"4.A.4.a.2.I09.D06","Discuss design or technical features of products or services with technical personnel.",NA
"4.A.4.a.2.I09.D07","Collaborate with others to determine design specifications or details.",NA
"4.A.4.a.2.I09.D08","Consult with others regarding safe or healthy equipment or facilities.",NA
"4.A.4.a.2.I09.D09","Communicate project information to others.",NA
"4.A.4.a.2.I10.D01","Signal others to coordinate vehicle movement.",NA
"4.A.4.a.2.I10.D02","Signal others to coordinate work activities.",NA
"4.A.4.a.2.I10.D03","Signal equipment operators to indicate proper equipment positioning.",NA
"4.A.4.a.2.I11.D01","Communicate with government agencies.",NA
"4.A.4.a.2.I11.D02","Communicate technical information to suppliers, contractors, or regulatory agencies.",NA
"4.A.4.a.2.I11.D03","Collaborate with outside groups to develop programs or projects.",NA
"4.A.4.a.2.I11.D04","Coordinate with external parties to exchange information.",NA
"4.A.4.a.2.I11.D05","Collaborate with law enforcement or security agencies to share information.",NA
"4.A.4.a.2.I11.D06","Coordinate operational activities with external stakeholders.",NA
"4.A.4.a.2.I11.D07","Coordinate activities with suppliers, contractors, clients, or other departments.",NA
"4.A.4.a.2.I11.D08","Confer with others about financial matters.",NA
"4.A.4.a.2.I11.D09","Represent the organization in external relations.",NA
"4.A.4.a.2.I11.D10","Collaborate with law enforcement or security agencies to respond to incidents.",NA
"4.A.4.a.2.I12.D01","Meet with individuals involved in legal processes to provide information and clarify issues.",NA
